StockCode,total_revenue,total_quantity_sold,Average Selling Price,revenue_generated_category,quantity_sold_category,average_selling_price_category,revenue_from_high_value_customers,quantitysold_to_high_value_customer
22425,1771.91,366,4.841284153005465,High Revenue,Medium Quantity,Very High 80-100% Range,956.46,199.0
22426,2017.4,596,3.3848993288590608,High Revenue,Medium Quantity,High 60-80% Range,1263.0,388.0
22427,10653.83,1857,5.737119009154551,High Revenue,High Quantity,Very High 80-100% Range,5918.63,1041.0
22428,1487.03,215,6.916418604651163,High Revenue,Medium Quantity,Very High 80-100% Range,889.33,129.0
22429,3994.54,946,4.2225581395348835,High Revenue,High Quantity,High 60-80% Range,1942.04,456.0
22430,2233.4,456,4.89780701754386,High Revenue,Medium Quantity,Very High 80-100% Range,1134.5,234.0
22431,3105.5499999999997,1683,1.8452465834818774,High Revenue,High Quantity,Medium 40-60% Range,2495.2,1370.0
22432,2290.8799999999997,1218,1.880853858784893,High Revenue,High Quantity,Medium 40-60% Range,1659.08,894.0
22433,2247.68,1218,1.8453858784893267,High Revenue,High Quantity,Medium 40-60% Range,1678.28,926.0
22434,944.03,483,1.9545134575569358,Medium Revenue,Medium Quantity,Medium 40-60% Range,559.88,286.0
22435,2104.64,1714,1.227911318553092,High Revenue,High Quantity,Low 20-40% Range,1540.89,1263.0
22436,1165.3,1790,0.6510055865921788,High Revenue,High Quantity,Very Low 0-20% Range,679.1,1042.0
22437,1201.85,1417,0.8481651376146788,High Revenue,High Quantity,Low 20-40% Range,730.95,863.0
22438,708.24,800,0.8853,Medium Revenue,High Quantity,Low 20-40% Range,435.24,516.0
22439,1114.4,1672,0.6665071770334928,Medium Revenue,High Quantity,Very Low 0-20% Range,585.3000000000001,858.0
22440,2094.54,5517,0.3796519847743339,High Revenue,High Quantity,Very Low 0-20% Range,1854.3,4945.0
22441,1935.0,930,2.0806451612903225,High Revenue,High Quantity,Medium 40-60% Range,1129.9,539.0
22442,1075.35,261,4.120114942528735,Medium Revenue,Medium Quantity,High 60-80% Range,510.3,122.0
22443,1097.1000000000001,138,7.950000000000001,Medium Revenue,Medium Quantity,Very High 80-100% Range,620.1,78.0
22444,743.75,595,1.25,Medium Revenue,Medium Quantity,Low 20-40% Range,487.5,390.0
22445,607.1500000000001,201,3.0206467661691545,Medium Revenue,Medium Quantity,High 60-80% Range,297.40000000000003,96.0
22446,237.09,95,2.4956842105263157,Medium Revenue,Low Qunatity,High 60-80% Range,160.19,57.0
22447,103.35,39,2.65,Low Revenue,Low Qunatity,High 60-80% Range,58.2,18.0
22448,360.31,115,3.1331304347826086,Medium Revenue,Medium Quantity,High 60-80% Range,212.91000000000003,71.0
22449,627.13,188,3.3357978723404256,Medium Revenue,Medium Quantity,High 60-80% Range,251.93,76.0
22450,445.55,133,3.35,Medium Revenue,Medium Quantity,High 60-80% Range,234.5,70.0
22451,435.5,130,3.35,Medium Revenue,Medium Quantity,High 60-80% Range,345.05,103.0
22452,670.0,244,2.7459016393442623,Medium Revenue,Medium Quantity,High 60-80% Range,448.75,169.0
22453,692.1,246,2.8134146341463415,Medium Revenue,Medium Quantity,High 60-80% Range,447.25,163.0
22454,603.6,216,2.7944444444444447,Medium Revenue,Medium Quantity,High 60-80% Range,479.7,174.0
22456,6556.0,1396,4.696275071633238,High Revenue,High Quantity,Very High 80-100% Range,4252.900000000001,918.0
22457,23223.420000000002,8114,2.8621419768301704,High Revenue,High Quantity,High 60-80% Range,14950.27,5277.0
22458,1371.4299999999998,513,2.673352826510721,High Revenue,Medium Quantity,High 60-80% Range,1305.1299999999999,487.0
22459,960.18,374,2.567326203208556,Medium Revenue,Medium Quantity,High 60-80% Range,886.23,345.0
22460,2796.84,2321,1.205015079707023,High Revenue,High Quantity,Low 20-40% Range,1310.54,1059.0
22461,1251.25,231,5.416666666666667,High Revenue,Medium Quantity,Very High 80-100% Range,755.0,156.0
22464,4694.429999999999,3115,1.5070401284109147,High Revenue,High Quantity,Medium 40-60% Range,2790.1699999999996,1915.0
22465,2681.2799999999997,1856,1.444655172413793,High Revenue,High Quantity,Medium 40-60% Range,1648.4799999999998,1206.0
22466,3257.25,1895,1.7188654353562005,High Revenue,High Quantity,Medium 40-60% Range,2512.35,1513.0
22467,11683.25,5026,2.3245622761639475,High Revenue,High Quantity,High 60-80% Range,9482.0,4131.0
22468,2360.9900000000002,359,6.57657381615599,High Revenue,Medium Quantity,Very High 80-100% Range,1779.44,270.0
22469,27561.539999999997,16361,1.6845877391357496,High Revenue,High Quantity,Medium 40-60% Range,20834.44,12187.0
22470,28329.2,9526,2.973882007138358,High Revenue,High Quantity,High 60-80% Range,22483.9,7512.0
22471,723.13,231,3.1304329004329006,Medium Revenue,Medium Quantity,High 60-80% Range,450.88,156.0
22472,482.37,103,4.683203883495145,Medium Revenue,Low Qunatity,Very High 80-100% Range,259.77000000000004,55.0
22473,1088.64,392,2.7771428571428576,Medium Revenue,Medium Quantity,High 60-80% Range,634.74,210.0
22474,524.09,115,4.557304347826087,Medium Revenue,Medium Quantity,Very High 80-100% Range,280.79,61.0
22475,1165.8,264,4.415909090909091,High Revenue,Medium Quantity,Very High 80-100% Range,885.9,202.0
22476,2056.72,792,2.5968686868686865,High Revenue,High Quantity,High 60-80% Range,1726.42,718.0
22477,1724.35,1247,1.3827987169206093,High Revenue,High Quantity,Medium 40-60% Range,1319.35,923.0
22478,1786.85,1297,1.3776792598303778,High Revenue,High Quantity,Medium 40-60% Range,1451.85,1029.0
22479,1500.6,1068,1.4050561797752807,High Revenue,High Quantity,Medium 40-60% Range,1290.6,900.0
22480,493.75,395,1.25,Medium Revenue,Medium Quantity,Low 20-40% Range,273.75,219.0
22481,578.52,670,0.8634626865671642,Medium Revenue,Medium Quantity,Low 20-40% Range,299.63,339.0
22482,287.5,230,1.25,Medium Revenue,Medium Quantity,Low 20-40% Range,160.0,128.0
22483,1087.5800000000002,370,2.939405405405406,Medium Revenue,Medium Quantity,High 60-80% Range,554.3800000000001,186.0
22485,5142.9,422,12.186966824644548,High Revenue,Medium Quantity,Very High 80-100% Range,3383.3999999999996,284.0
22486,288.94,52,5.556538461538461,Medium Revenue,Low Qunatity,Very High 80-100% Range,203.29000000000002,37.0
22487,6048.259999999999,643,9.406314152410575,High Revenue,Medium Quantity,Very High 80-100% Range,3079.7599999999998,333.0
22488,4339.3099999999995,2719,1.5959212945936003,High Revenue,High Quantity,Medium 40-60% Range,2285.9599999999996,1428.0
22489,2015.43,4761,0.4233207309388784,High Revenue,High Quantity,Very Low 0-20% Range,1040.85,2420.0
22491,1862.8,2242,0.8308652988403211,High Revenue,High Quantity,Low 20-40% Range,1198.1,1460.0
22492,8437.19,13583,0.6211580652285946,High Revenue,High Quantity,Very Low 0-20% Range,5206.04,8612.0
22493,3532.68,2228,1.5855834829443447,High Revenue,High Quantity,Medium 40-60% Range,2382.6299999999997,1531.0
22494,663.38,524,1.2659923664122137,Medium Revenue,Medium Quantity,Low 20-40% Range,419.12,314.0
22495,417.83000000000004,209,1.9991866028708136,Medium Revenue,Medium Quantity,Medium 40-60% Range,166.51000000000002,85.0
22496,423.36,216,1.96,Medium Revenue,Medium Quantity,Medium 40-60% Range,191.32000000000002,100.0
22497,624.75,147,4.25,Medium Revenue,Medium Quantity,High 60-80% Range,361.25,85.0
22498,1237.6000000000001,208,5.950000000000001,High Revenue,Medium Quantity,Very High 80-100% Range,803.25,135.0
22499,9803.880000000001,1713,5.72322241681261,High Revenue,High Quantity,Very High 80-100% Range,6442.93,1132.0
22500,770.9,226,3.4110619469026546,Medium Revenue,Medium Quantity,High 60-80% Range,375.55,111.0
22501,10450.75,1157,9.032627484874675,High Revenue,High Quantity,Very High 80-100% Range,8487.6,959.0
22502,46538.299999999996,1326,35.09675716440422,High Revenue,High Quantity,Very High 80-100% Range,43838.85,834.0
22503,899.9499999999999,41,21.95,Medium Revenue,Low Qunatity,Very High 80-100% Range,360.95,21.0
22504,1962.75,105,18.692857142857143,High Revenue,Low Qunatity,Very High 80-100% Range,545.6,32.0
22505,3064.2400000000002,632,4.848481012658228,High Revenue,Medium Quantity,Very High 80-100% Range,1813.8400000000001,376.0
22507,11213.62,2526,4.439279493269993,High Revenue,High Quantity,Very High 80-100% Range,9530.62,2186.0
22508,5728.21,1460,3.9234315068493153,High Revenue,High Quantity,High 60-80% Range,4520.71,1138.0
22509,1490.1499999999999,157,9.49140127388535,High Revenue,Medium Quantity,Very High 80-100% Range,822.8,84.0
22510,299.62,166,1.8049397590361447,Medium Revenue,Medium Quantity,Medium 40-60% Range,194.35,117.0
22511,315.87,197,1.6034010152284264,Medium Revenue,Medium Quantity,Medium 40-60% Range,216.13,139.0
22512,206.0,110,1.8727272727272728,Medium Revenue,Medium Quantity,Medium 40-60% Range,121.26,56.0
22513,363.73,123,2.957154471544716,Medium Revenue,Medium Quantity,High 60-80% Range,180.95,49.0
22514,396.90000000000003,189,2.1,Medium Revenue,Medium Quantity,Medium 40-60% Range,201.60000000000002,96.0
22515,359.1,171,2.1,Medium Revenue,Medium Quantity,Medium 40-60% Range,193.20000000000002,92.0
22516,205.8,98,2.1,Medium Revenue,Low Qunatity,Medium 40-60% Range,113.4,54.0
22517,252.00000000000003,120,2.1,Medium Revenue,Medium Quantity,Medium 40-60% Range,130.20000000000002,62.0
22518,492.30000000000007,243,2.025925925925926,Medium Revenue,Medium Quantity,Medium 40-60% Range,339.00000000000006,170.0
22519,570.0,280,2.0357142857142856,Medium Revenue,Medium Quantity,Medium 40-60% Range,383.1,191.0
22520,507.45,597,0.85,Medium Revenue,Medium Quantity,Low 20-40% Range,288.15,339.0
22521,444.54999999999995,523,0.8499999999999999,Medium Revenue,Medium Quantity,Low 20-40% Range,213.35,251.0
22522,560.15,659,0.85,Medium Revenue,Medium Quantity,Low 20-40% Range,272.84999999999997,321.0
22523,584.8,688,0.85,Medium Revenue,Medium Quantity,Low 20-40% Range,298.34999999999997,351.0
22524,497.5,398,1.25,Medium Revenue,Medium Quantity,Low 20-40% Range,265.0,212.0
22525,395.0,316,1.25,Medium Revenue,Medium Quantity,Low 20-40% Range,233.75,187.0
22526,1240.65,99,12.531818181818183,High Revenue,Low Qunatity,Very High 80-100% Range,654.15,53.0
22529,299.52,744,0.4025806451612903,Medium Revenue,Medium Quantity,Very Low 0-20% Range,103.14,249.0
22530,903.96,2202,0.41051771117166214,Medium Revenue,High Quantity,Very Low 0-20% Range,493.2,1224.0
22531,787.92,1876,0.42,Medium Revenue,High Quantity,Very Low 0-20% Range,444.36,1058.0
22532,327.72,986,0.33237322515212986,Medium Revenue,High Quantity,Very Low 0-20% Range,255.48000000000002,814.0
22533,378.0,1116,0.3387096774193548,Medium Revenue,High Quantity,Very Low 0-20% Range,287.7,901.0
22534,1098.0,2676,0.4103139013452915,Medium Revenue,High Quantity,Very Low 0-20% Range,503.88,1234.0
22535,549.12,1520,0.36126315789473684,Medium Revenue,High Quantity,Very Low 0-20% Range,395.82,1155.0
22536,1295.52,3480,0.3722758620689655,High Revenue,High Quantity,Very Low 0-20% Range,929.28,2608.0
22537,693.0,1650,0.42,Medium Revenue,High Quantity,Very Low 0-20% Range,382.62,911.0
22538,131.34,339,0.3874336283185841,Low Revenue,Medium Quantity,Very Low 0-20% Range,54.900000000000006,157.0
22539,263.75,735,0.358843537414966,Medium Revenue,Medium Quantity,Very Low 0-20% Range,131.27,367.0
22540,302.15999999999997,782,0.38639386189258307,Medium Revenue,High Quantity,Very Low 0-20% Range,124.32000000000001,321.0
22541,43.82,105,0.41733333333333333,Low Revenue,Low Qunatity,Very Low 0-20% Range,30.38,73.0
22543,130.27,379,0.3437203166226913,Low Revenue,Medium Quantity,Very Low 0-20% Range,55.15,187.0
22544,515.78,1420,0.36322535211267604,Medium Revenue,High Quantity,Very Low 0-20% Range,202.62,578.0
22545,177.57,512,0.34681640625,Low Revenue,Medium Quantity,Very Low 0-20% Range,89.93,242.0
22546,183.79,503,0.3653876739562624,Low Revenue,Medium Quantity,Very Low 0-20% Range,104.63,274.0
22547,179.67000000000002,474,0.37905063291139246,Low Revenue,Medium Quantity,Very Low 0-20% Range,109.12,277.0
22548,1815.32,1625,1.11712,High Revenue,High Quantity,Low 20-40% Range,1121.94,1063.0
22549,2713.64,1852,1.4652483801295895,High Revenue,High Quantity,Medium 40-60% Range,1459.29,977.0
22550,3274.46,959,3.4144525547445257,High Revenue,High Quantity,High 60-80% Range,2546.96,765.0
22551,4508.249999999999,2729,1.651978746793697,High Revenue,High Quantity,Medium 40-60% Range,2909.3999999999996,1760.0
22553,3982.0499999999997,2425,1.642082474226804,High Revenue,High Quantity,Medium 40-60% Range,2422.7999999999997,1480.0
22554,3585.4299999999994,2171,1.6515108245048362,High Revenue,High Quantity,Medium 40-60% Range,2176.33,1317.0
22555,4945.039999999999,2996,1.6505473965287045,High Revenue,High Quantity,Medium 40-60% Range,3631.6399999999994,2200.0
22556,3255.4099999999994,1969,1.6533316404266123,High Revenue,High Quantity,Medium 40-60% Range,2008.0099999999998,1213.0
22557,4101.589999999999,2455,1.6707087576374742,High Revenue,High Quantity,Medium 40-60% Range,2410.3399999999997,1430.0
22558,9049.48,5972,1.5153181513730742,High Revenue,High Quantity,Medium 40-60% Range,6473.719999999999,4300.0
22559,346.89,279,1.2433333333333332,Medium Revenue,Medium Quantity,Low 20-40% Range,173.14000000000001,140.0
22560,8218.27,7030,1.1690284495021337,High Revenue,High Quantity,Low 20-40% Range,5154.93,4448.0
22561,7157.219999999999,4438,1.612712933753943,High Revenue,High Quantity,Medium 40-60% Range,4598.07,2887.0
22562,1470.35,1187,1.2387110362257792,High Revenue,High Quantity,Low 20-40% Range,757.85,617.0
22563,2898.21,2478,1.1695762711864406,High Revenue,High Quantity,Low 20-40% Range,2134.46,1867.0
22564,2911.69,2598,1.1207428791377982,High Revenue,High Quantity,Low 20-40% Range,2489.19,2260.0
22565,660.6099999999999,757,0.8726684280052839,Medium Revenue,High Quantity,Low 20-40% Range,337.60999999999996,377.0
22566,689.93,797,0.8656587202007527,Medium Revenue,High Quantity,Low 20-40% Range,372.03,423.0
22567,2146.69,1669,1.2862133013780708,High Revenue,High Quantity,Low 20-40% Range,1662.49,1305.0
22568,10916.710000000001,3038,3.593387096774194,High Revenue,High Quantity,High 60-80% Range,8626.6,2425.0
22569,9021.4,2522,3.5770816812053923,High Revenue,High Quantity,High 60-80% Range,7506.4,2118.0
22570,10049.75,2836,3.543635401974612,High Revenue,High Quantity,High 60-80% Range,8448.5,2409.0
22571,1385.73,1689,0.8204440497335702,High Revenue,High Quantity,Low 20-40% Range,866.38,1078.0
22572,875.1899999999999,1059,0.8264305949008498,Medium Revenue,High Quantity,Low 20-40% Range,447.37,541.0
22573,1844.4599999999998,2214,0.8330894308943089,High Revenue,High Quantity,Low 20-40% Range,861.9399999999999,970.0
22574,1673.49,1911,0.8757142857142857,High Revenue,High Quantity,Low 20-40% Range,1116.74,1256.0
22575,1097.7,590,1.8605084745762712,Medium Revenue,Medium Quantity,Medium 40-60% Range,614.0999999999999,342.0
22576,1019.7299999999999,1185,0.8605316455696201,Medium Revenue,High Quantity,Low 20-40% Range,572.63,659.0
22577,3174.5699999999997,9141,0.34728913685592383,High Revenue,High Quantity,Very Low 0-20% Range,1730.9699999999998,4669.0
22578,2803.0899999999997,8613,0.3254487402763264,High Revenue,High Quantity,Very Low 0-20% Range,1448.0299999999997,4315.0
22579,1400.29,4109,0.34078607933803845,High Revenue,High Quantity,Very Low 0-20% Range,716.27,2011.0
22580,3586.1800000000003,626,5.728722044728435,High Revenue,Medium Quantity,Very High 80-100% Range,2705.5800000000004,478.0
22581,634.3199999999999,1006,0.6305367793240556,Medium Revenue,High Quantity,Very Low 0-20% Range,313.33,519.0
22582,1215.1599999999999,501,2.4254690618762473,High Revenue,Medium Quantity,High 60-80% Range,643.96,277.0
22583,925.65,363,2.55,Medium Revenue,Medium Quantity,High 60-80% Range,502.34999999999997,197.0
22584,4077.29,1659,2.4576793248945146,High Revenue,High Quantity,High 60-80% Range,2618.69,1087.0
22585,5359.97,4477,1.1972235872235872,High Revenue,High Quantity,Low 20-40% Range,3456.2200000000003,2954.0
22586,650.25,765,0.85,Medium Revenue,High Quantity,Low 20-40% Range,325.54999999999995,383.0
22587,646.8499999999999,761,0.8499999999999999,Medium Revenue,High Quantity,Low 20-40% Range,296.65,349.0
22588,1605.59,559,2.8722540250447226,High Revenue,Medium Quantity,High 60-80% Range,877.82,302.0
22589,890.51,305,2.919704918032787,Medium Revenue,Medium Quantity,High 60-80% Range,521.27,173.0
22591,1172.84,350,3.3509714285714285,High Revenue,Medium Quantity,High 60-80% Range,868.74,256.0
22592,1648.36,438,3.7633789954337895,High Revenue,Medium Quantity,High 60-80% Range,790.75,207.0
22593,1378.29,1605,0.8587476635514019,High Revenue,High Quantity,Low 20-40% Range,801.9899999999999,927.0
22594,1172.3799999999999,1360,0.8620441176470587,High Revenue,High Quantity,Low 20-40% Range,670.88,770.0
22595,3555.3199999999997,4202,0.8461018562589242,High Revenue,High Quantity,Low 20-40% Range,1904.62,2260.0
22596,3424.3,3134,1.0926292278238674,High Revenue,High Quantity,Low 20-40% Range,1720.22,1618.0
22597,888.5699999999999,2339,0.3798931167165455,Medium Revenue,High Quantity,Very Low 0-20% Range,488.76,1250.0
22598,249.57,671,0.37193740685543963,Medium Revenue,Medium Quantity,Very Low 0-20% Range,148.47,417.0
22599,507.33,1417,0.35803105151729003,Medium Revenue,High Quantity,Very Low 0-20% Range,315.9,950.0
22600,1148.84,1358,0.8459793814432989,High Revenue,High Quantity,Low 20-40% Range,551.29,655.0
22601,1393.9399999999998,1706,0.8170808909730363,High Revenue,High Quantity,Low 20-40% Range,498.96999999999997,565.0
22602,1519.9199999999998,1812,0.8388079470198675,High Revenue,High Quantity,Low 20-40% Range,800.8199999999999,966.0
22603,919.8499999999999,1073,0.857269338303821,Medium Revenue,High Quantity,Low 20-40% Range,352.05,405.0
22604,2065.36,905,2.2821657458563536,High Revenue,High Quantity,High 60-80% Range,1573.21,712.0
22605,8338.08,619,13.470242326332794,High Revenue,Medium Quantity,Very High 80-100% Range,5469.58,413.0
22606,3804.2999999999997,266,14.301879699248119,High Revenue,Medium Quantity,Very High 80-100% Range,2177.7,158.0
22607,11204.789999999999,1228,9.124421824104234,High Revenue,High Quantity,Very High 80-100% Range,7134.24,795.0
22608,916.33,4573,0.20037830745681173,Medium Revenue,High Quantity,Very Low 0-20% Range,567.36,2880.0
22609,1116.56,5096,0.21910518053375194,High Revenue,High Quantity,Very Low 0-20% Range,599.6,2648.0
22610,2142.02,8210,0.2609037758830694,High Revenue,High Quantity,Very Low 0-20% Range,1460.8799999999999,5148.0
22611,967.35,209,4.628468899521531,Medium Revenue,Medium Quantity,Very High 80-100% Range,724.8000000000001,160.0
22613,315.28,370,0.852108108108108,Medium Revenue,Medium Quantity,Low 20-40% Range,189.48,222.0
22614,726.18,2188,0.3318921389396709,Medium Revenue,High Quantity,Very Low 0-20% Range,386.04999999999995,1171.0
